GeneID,Term,Type,Description
LOC101265834,sly00460,KEGG,Cyanoamino acid metabolism
OSC1,sly00909,KEGG,Sesquiterpenoid and triterpenoid biosynthesis
LOC101265860,sly00270,KEGG,Cysteine and methionine metabolism
ACC,sly00270,KEGG,Cysteine and methionine metabolism
LOC101265956,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101265977,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101265978,sly00960,KEGG,Tropane
LOC101265999,sly00290,KEGG,Valine
FBA7,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101266098,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101266107,sly00941,KEGG,Flavonoid biosynthesis
LOC101266123,sly00260,KEGG,Glycine
LOC101266160,sly00860,KEGG,Porphyrin metabolism
LOC101266196,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101266208,sly00130,KEGG,Ubiquinone and other terpenoid-quinone biosynthesis
LOC101266223,sly00941,KEGG,Flavonoid biosynthesis
LOC101266279,sly00230,KEGG,Purine metabolism
LOC101266294,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101266300,sly00999,KEGG,Biosynthesis of various plant secondary metabolites
LOC101266379,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101266391,sly00290,KEGG,Valine
LOC101266434,sly00900,KEGG,Terpenoid backbone biosynthesis
HMG3,sly00900,KEGG,Terpenoid backbone biosynthesis
LOC101266491,sly00908,KEGG,Zeatin biosynthesis
LOC101266529,sly00270,KEGG,Cysteine and methionine metabolism
LOC101266560,sly00906,KEGG,Carotenoid biosynthesis
LOC101266599,sly00999,KEGG,Biosynthesis of various plant secondary metabolites
F3'H,sly00941,KEGG,Flavonoid biosynthesis
LOC101266629,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101266635,sly00100,KEGG,Steroid biosynthesis
LOC101266643,sly00460,KEGG,Cyanoamino acid metabolism
LOC101266659,sly00062,KEGG,Fatty acid elongation
LOC101266674,sly00130,KEGG,Ubiquinone and other terpenoid-quinone biosynthesis
LOC101266704,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101266719,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101266731,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101266746,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101266758,sly00230,KEGG,Purine metabolism
LOC101266767,sly00906,KEGG,Carotenoid biosynthesis
LOC101266782,sly00500,KEGG,Starch and sucrose metabolism
LOC101266787,sly00030,KEGG,Pentose phosphate pathway
LOC101266793,sly00460,KEGG,Cyanoamino acid metabolism
HMGR4,sly00900,KEGG,Terpenoid backbone biosynthesis
LOC101266812,sly00940,KEGG,Phenylpropanoid biosynthesis
AOS2,sly00592,KEGG,alpha-Linolenic acid metabolism
LOC101266903,sly00999,KEGG,Biosynthesis of various plant secondary metabolites
LOC101266918,sly00260,KEGG,Glycine
LOC101266935,sly00860,KEGG,Porphyrin metabolism
LOC101266947,sly00460,KEGG,Cyanoamino acid metabolism
LOC101266953,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101266981,sly00564,KEGG,Glycerophospholipid metabolism
LOC101266998,sly00270,KEGG,Cysteine and methionine metabolism
LOC101267014,sly00900,KEGG,Terpenoid backbone biosynthesis
LOC101267031,sly00230,KEGG,Purine metabolism
LOC101267103,sly00620,KEGG,Pyruvate metabolism
LOC101267107,sly00960,KEGG,Tropane
LOC101267112,sly00904,KEGG,Diterpenoid biosynthesis
LOC101267118,sly00280,KEGG,Valine
LOC101267160,sly00062,KEGG,Fatty acid elongation
NAGK,sly00220,KEGG,Arginine biosynthesis
LOC101267184,sly00051,KEGG,Fructose and mannose metabolism
LOC101267215,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101267260,sly00073,KEGG,Cutin
LOC101267279,sly00400,KEGG,Phenylalanine
LOC101267287,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101267296,sly00960,KEGG,Tropane
LOC101267301,sly00260,KEGG,Glycine
LOC101267302,sly00860,KEGG,Porphyrin metabolism
LOC101267327,sly00500,KEGG,Starch and sucrose metabolism
LOC101267346,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101267366,sly00908,KEGG,Zeatin biosynthesis
LOC101267376,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101267379,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101267392,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101267395,sly00620,KEGG,Pyruvate metabolism
LOC101267417,sly00900,KEGG,Terpenoid backbone biosynthesis
LOC101267419,sly00561,KEGG,Glycerolipid metabolism
LOC101267421,sly00270,KEGG,Cysteine and methionine metabolism
LOC101267428,sly00051,KEGG,Fructose and mannose metabolism
LOC101267438,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101267473,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101267493,sly00330,KEGG,Arginine and proline metabolism
LOC101267503,sly00020,KEGG,Citrate cycle (TCA cycle)
LOC101267526,sly00071,KEGG,Fatty acid degradation
LOC101267535,sly00905,KEGG,Brassinosteroid biosynthesis
LOC101267549,sly00220,KEGG,Arginine biosynthesis
LOC101267575,sly00999,KEGG,Biosynthesis of various plant secondary metabolites
LOC101267590,sly00960,KEGG,Tropane
LOC101267593,sly00999,KEGG,Biosynthesis of various plant secondary metabolites
ADH3F1a,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101267644,sly00130,KEGG,Ubiquinone and other terpenoid-quinone biosynthesis
LOC101267647,sly00073,KEGG,Cutin
LOC101267662,sly00906,KEGG,Carotenoid biosynthesis
LOC101267720,sly00500,KEGG,Starch and sucrose metabolism
LOC101267734,sly00906,KEGG,Carotenoid biosynthesis
LOC101267754,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101267763,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101267794,sly00440,KEGG,Phosphonate and phosphinate metabolism
LOC101267810,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101267833,sly00220,KEGG,Arginine biosynthesis
LOC101267856,sly00940,KEGG,Phenylpropanoid biosynthesis
CRTISO,sly00906,KEGG,Carotenoid biosynthesis
LOC101267885,sly00010,KEGG,Glycolysis / Gluconeogenesis
ASS,sly00220,KEGG,Arginine biosynthesis
LOC101267921,sly00061,KEGG,Fatty acid biosynthesis
LOC101267934,sly00073,KEGG,Cutin
LOC101267988,sly00561,KEGG,Glycerolipid metabolism
LOC101268012,sly00500,KEGG,Starch and sucrose metabolism
LOC101268091,sly00740,KEGG,Riboflavin metabolism
LOC101268099,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101268117,sly00944,KEGG,Flavone and flavonol biosynthesis
LOC101268121,sly00010,KEGG,Glycolysis / Gluconeogenesis
NAOD,sly00220,KEGG,Arginine biosynthesis
LOC101268131,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101268153,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101268182,sly00230,KEGG,Purine metabolism
LOC101268205,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101268230,sly00062,KEGG,Fatty acid elongation
LOC101268235,sly00902,KEGG,Monoterpenoid biosynthesis
LOC101268243,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101268249,sly00230,KEGG,Purine metabolism
LOC101268254,sly00908,KEGG,Zeatin biosynthesis
LOC101268257,sly00062,KEGG,Fatty acid elongation
LOC101268277,sly00561,KEGG,Glycerolipid metabolism
LOC101268295,sly00340,KEGG,Histidine metabolism
LOC101268312,sly00592,KEGG,alpha-Linolenic acid metabolism
RBCS4,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
LOC101268420,sly00500,KEGG,Starch and sucrose metabolism
LOC101268440,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101268445,sly00330,KEGG,Arginine and proline metabolism
LOC101268510,sly00062,KEGG,Fatty acid elongation
LOC101268533,sly00190,KEGG,Oxidative phosphorylation
LOC101268547,sly00908,KEGG,Zeatin biosynthesis
LOC101268570,sly00561,KEGG,Glycerolipid metabolism
LOC101268590,sly00020,KEGG,Citrate cycle (TCA cycle)
LOC101268602,sly00020,KEGG,Citrate cycle (TCA cycle)
LOC101268663,sly00073,KEGG,Cutin
LOC101268682,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC101268695,sly00052,KEGG,Galactose metabolism
LOC101268696,sly00290,KEGG,Valine
LOC101268729,sly00250,KEGG,Alanine
LOC101268746,sly00062,KEGG,Fatty acid elongation
LOC101268752,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101268828,sly00130,KEGG,Ubiquinone and other terpenoid-quinone biosynthesis
LOC104644298,sly00902,KEGG,Monoterpenoid biosynthesis
LOC104645412,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC104645747,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC104645804,sly00460,KEGG,Cyanoamino acid metabolism
LOC104645805,sly00460,KEGG,Cyanoamino acid metabolism
LOC104647586,sly00960,KEGG,Tropane
LOC104648079,sly00908,KEGG,Zeatin biosynthesis
LOC104648161,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC104648251,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC104648641,sly00290,KEGG,Valine
LOC104648939,sly00230,KEGG,Purine metabolism
SMO3,sly00100,KEGG,Steroid biosynthesis
LOC104649154,sly00902,KEGG,Monoterpenoid biosynthesis
LOC108281193,sly00902,KEGG,Monoterpenoid biosynthesis
RBCS3,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
LOC109118691,sly00902,KEGG,Monoterpenoid biosynthesis
LOC109118694,sly00061,KEGG,Fatty acid biosynthesis
LOC109119603,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC112940012,sly00100,KEGG,Steroid biosynthesis
LOC112940065,sly00908,KEGG,Zeatin biosynthesis
LOC112940155,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC112940330,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC112940333,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC112940337,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC112940919,sly00270,KEGG,Cysteine and methionine metabolism
LOC112940944,sly00900,KEGG,Terpenoid backbone biosynthesis
LOC112941051,sly00360,KEGG,Phenylalanine metabolism
LOC138337110,sly00360,KEGG,Phenylalanine metabolism
LOC138337177,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138337181,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138337183,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138337218,sly00073,KEGG,Cutin
LOC138339058,sly00999,KEGG,Biosynthesis of various plant secondary metabolites
LOC138339059,sly00999,KEGG,Biosynthesis of various plant secondary metabolites
LOC138339096,sly00999,KEGG,Biosynthesis of various plant secondary metabolites
LOC138339114,sly00360,KEGG,Phenylalanine metabolism
LOC138339191,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138339192,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138339207,sly00908,KEGG,Zeatin biosynthesis
LOC138339208,sly00908,KEGG,Zeatin biosynthesis
LOC138339225,sly00908,KEGG,Zeatin biosynthesis
LOC138339228,sly00908,KEGG,Zeatin biosynthesis
LOC138339229,sly00908,KEGG,Zeatin biosynthesis
LOC138339235,sly00908,KEGG,Zeatin biosynthesis
LOC138339236,sly00908,KEGG,Zeatin biosynthesis
LOC138339237,sly00908,KEGG,Zeatin biosynthesis
LOC138339323,sly00908,KEGG,Zeatin biosynthesis
LOC138339495,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138339603,sly00904,KEGG,Diterpenoid biosynthesis
LOC138339721,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138340745,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138340746,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138341862,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
LOC138347228,sly00940,KEGG,Phenylpropanoid biosynthesis
LOC138347807,sly00360,KEGG,Phenylalanine metabolism
LOC138347868,sly00901,KEGG,Indole alkaloid biosynthesis
LOC138348422,sly00940,KEGG,Phenylpropanoid biosynthesis
sdh4,sly00020,KEGG,Citrate cycle (TCA cycle)
sdh3,sly00020,KEGG,Citrate cycle (TCA cycle)
accD,sly00061,KEGG,Fatty acid biosynthesis
rbcL,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
Wiv-1,sly00052,KEGG,Galactose metabolism
GA3ox1,sly00904,KEGG,Diterpenoid biosynthesis
3OH-2,sly00904,KEGG,Diterpenoid biosynthesis
ACO4,sly00270,KEGG,Cysteine and methionine metabolism
sps,sly00500,KEGG,Starch and sucrose metabolism
LOC543548,sly00400,KEGG,Phenylalanine
FPPS1,sly00900,KEGG,Terpenoid backbone biosynthesis
GA20ox1,sly00904,KEGG,Diterpenoid biosynthesis
CAT2,sly00380,KEGG,Tryptophan metabolism
LOC543602,sly00902,KEGG,Monoterpenoid biosynthesis
ACS7,sly00270,KEGG,Cysteine and methionine metabolism
TAL,sly00030,KEGG,Pentose phosphate pathway
zds,sly00906,KEGG,Carotenoid biosynthesis
Hxk2,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC543639,sly00010,KEGG,Glycolysis / Gluconeogenesis
HPL,sly00592,KEGG,alpha-Linolenic acid metabolism
POR2,sly00860,KEGG,Porphyrin metabolism
NSY,sly00906,KEGG,Carotenoid biosynthesis
AO1,sly00906,KEGG,Carotenoid biosynthesis
TAO2,sly00906,KEGG,Carotenoid biosynthesis
TAO3,sly00906,KEGG,Carotenoid biosynthesis
ispE,sly00900,KEGG,Terpenoid backbone biosynthesis
LOC543677,sly00860,KEGG,Porphyrin metabolism
DXR,sly00900,KEGG,Terpenoid backbone biosynthesis
VDE,sly00906,KEGG,Carotenoid biosynthesis
LOC543698,sly00460,KEGG,Cyanoamino acid metabolism
HMGR,sly00900,KEGG,Terpenoid backbone biosynthesis
HDS,sly00900,KEGG,Terpenoid backbone biosynthesis
LOC543710,sly00500,KEGG,Starch and sucrose metabolism
LIN7,sly00052,KEGG,Galactose metabolism
sus3,sly00500,KEGG,Starch and sucrose metabolism
LOC543751,sly00220,KEGG,Arginine biosynthesis
gts1,sly00220,KEGG,Arginine biosynthesis
opr2,sly00592,KEGG,alpha-Linolenic acid metabolism
opr3,sly00592,KEGG,alpha-Linolenic acid metabolism
hxk1,sly00010,KEGG,Glycolysis / Gluconeogenesis
ACO5,sly00270,KEGG,Cysteine and methionine metabolism
det2,sly00905,KEGG,Brassinosteroid biosynthesis
alpha-DOX2,sly00592,KEGG,alpha-Linolenic acid metabolism
adc1,sly00330,KEGG,Arginine and proline metabolism
cuAO,sly00260,KEGG,Glycine
LOC543809,sly00562,KEGG,Inositol phosphate metabolism
LOC543811,sly00030,KEGG,Pentose phosphate pathway
LOC543812,sly00010,KEGG,Glycolysis / Gluconeogenesis
PLDa1,sly00564,KEGG,Glycerophospholipid metabolism
PLDb2,sly00564,KEGG,Glycerophospholipid metabolism
LOC543838,sly00564,KEGG,Glycerophospholipid metabolism
FRK4,sly00051,KEGG,Fructose and mannose metabolism
SCOA,sly00020,KEGG,Citrate cycle (TCA cycle)
LOC543863,sly00020,KEGG,Citrate cycle (TCA cycle)
BCCP1,sly00061,KEGG,Fatty acid biosynthesis
AS1,sly00250,KEGG,Alanine
FRK3,sly00051,KEGG,Fructose and mannose metabolism
SPM1,sly00270,KEGG,Cysteine and methionine metabolism
LOC543895,sly00592,KEGG,alpha-Linolenic acid metabolism
LOC543896,sly00592,KEGG,alpha-Linolenic acid metabolism
CGS,sly00270,KEGG,Cysteine and methionine metabolism
LOC543937,sly00100,KEGG,Steroid biosynthesis
LOC543943,sly00020,KEGG,Citrate cycle (TCA cycle)
ARG1,sly00220,KEGG,Arginine biosynthesis
GPI1,sly00010,KEGG,Glycolysis / Gluconeogenesis
TPX2,sly00940,KEGG,Phenylpropanoid biosynthesis
ADC,sly00330,KEGG,Arginine and proline metabolism
LOC543961,sly00500,KEGG,Starch and sucrose metabolism
PSY2,sly00906,KEGG,Carotenoid biosynthesis
GSA-AT,sly00860,KEGG,Porphyrin metabolism
LOC543968,sly00500,KEGG,Starch and sucrose metabolism
LOC543970,sly00400,KEGG,Phenylalanine
rbcS1,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
LOC543974,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
LOC543977,sly00400,KEGG,Phenylalanine
TD2,sly00260,KEGG,Glycine
Psy1,sly00906,KEGG,Carotenoid biosynthesis
cat1,sly00380,KEGG,Tryptophan metabolism
AI,sly00052,KEGG,Galactose metabolism
GS2,sly00220,KEGG,Arginine biosynthesis
loxC,sly00591,KEGG,Linoleic acid metabolism
loxD,sly00591,KEGG,Linoleic acid metabolism
IMP3,sly00053,KEGG,Ascorbate and aldarate metabolism
IMP2,sly00053,KEGG,Ascorbate and aldarate metabolism
FRK2,sly00051,KEGG,Fructose and mannose metabolism
Frk1,sly00051,KEGG,Fructose and mannose metabolism
ACS1A,sly00270,KEGG,Cysteine and methionine metabolism
AGP-S2,sly00500,KEGG,Starch and sucrose metabolism
FTA,sly00900,KEGG,Terpenoid backbone biosynthesis
FTB,sly00900,KEGG,Terpenoid backbone biosynthesis
agpL3,sly00500,KEGG,Starch and sucrose metabolism
ACO1,sly00270,KEGG,Cysteine and methionine metabolism
PGH1,sly00010,KEGG,Glycolysis / Gluconeogenesis
pds,sly00906,KEGG,Carotenoid biosynthesis
ADH2,sly00010,KEGG,Glycolysis / Gluconeogenesis
SK,sly00400,KEGG,Phenylalanine
CEVI-1,sly00940,KEGG,Phenylpropanoid biosynthesis
NDK,sly00230,KEGG,Purine metabolism
twi1,sly00999,KEGG,Biosynthesis of various plant secondary metabolites
LCY1,sly00906,KEGG,Carotenoid biosynthesis
LOC544106,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
CrtL-e-1,sly00906,KEGG,Carotenoid biosynthesis
CrtR-b1,sly00906,KEGG,Carotenoid biosynthesis
CPA,sly00330,KEGG,Arginine and proline metabolism
DFR,sly00941,KEGG,Flavonoid biosynthesis
CS2,sly00400,KEGG,Phenylalanine
LOC544152,sly00400,KEGG,Phenylalanine
LOC544153,sly00400,KEGG,Phenylalanine
CS1,sly00400,KEGG,Phenylalanine
SAM1,sly00270,KEGG,Cysteine and methionine metabolism
ZEP,sly00906,KEGG,Carotenoid biosynthesis
NCED1,sly00906,KEGG,Carotenoid biosynthesis
DGK1,sly00561,KEGG,Glycerolipid metabolism
LIN8,sly00052,KEGG,Galactose metabolism
SPDSY,sly00270,KEGG,Cysteine and methionine metabolism
PLDb1,sly00564,KEGG,Glycerophospholipid metabolism
20ox-3,sly00904,KEGG,Diterpenoid biosynthesis
gldh,sly00053,KEGG,Ascorbate and aldarate metabolism
ODC,sly00330,KEGG,Arginine and proline metabolism
20ox-2,sly00904,KEGG,Diterpenoid biosynthesis
DXS,sly00730,KEGG,Thiamine metabolism
IPS,sly00562,KEGG,Inositol phosphate metabolism
LOC544234,sly00564,KEGG,Glycerophospholipid metabolism
LOC544237,sly00010,KEGG,Glycolysis / Gluconeogenesis
ribA,sly00740,KEGG,Riboflavin metabolism
OPR1,sly00592,KEGG,alpha-Linolenic acid metabolism
lin5,sly00052,KEGG,Galactose metabolism
hqt,sly00940,KEGG,Phenylpropanoid biosynthesis
PLDa2,sly00564,KEGG,Glycerophospholipid metabolism
ARG2,sly00220,KEGG,Arginine biosynthesis
DHQS,sly00400,KEGG,Phenylalanine
GS1,sly00220,KEGG,Arginine biosynthesis
LOC544276,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
IMP1,sly00053,KEGG,Ascorbate and aldarate metabolism
PRO2,sly00330,KEGG,Arginine and proline metabolism
AgpL1,sly00500,KEGG,Starch and sucrose metabolism
EFE,sly00270,KEGG,Cysteine and methionine metabolism
cevi16,sly00940,KEGG,Phenylpropanoid biosynthesis
CrtR-b2,sly00906,KEGG,Carotenoid biosynthesis
SAM3,sly00270,KEGG,Cysteine and methionine metabolism
CPS,sly00904,KEGG,Diterpenoid biosynthesis
AOC,sly00592,KEGG,alpha-Linolenic acid metabolism
GMP,sly00051,KEGG,Fructose and mannose metabolism
LOC544313,sly00250,KEGG,Alanine
ACS5,sly00270,KEGG,Cysteine and methionine metabolism
ACS8,sly00270,KEGG,Cysteine and methionine metabolism
ACS6,sly00270,KEGG,Cysteine and methionine metabolism
ACS2,sly00270,KEGG,Cysteine and methionine metabolism
LOC606710,sly00350,KEGG,Tyrosine metabolism
aos,sly00592,KEGG,alpha-Linolenic acid metabolism
Acx1B,sly00071,KEGG,Fatty acid degradation
PDH,sly00330,KEGG,Arginine and proline metabolism
HXK3,sly00010,KEGG,Glycolysis / Gluconeogenesis
HXK4,sly00010,KEGG,Glycolysis / Gluconeogenesis
SGR1,sly00860,KEGG,Porphyrin metabolism
LOC778225,sly00130,KEGG,Ubiquinone and other terpenoid-quinone biosynthesis
pmt,sly00960,KEGG,Tropane
PMM,sly00051,KEGG,Fructose and mannose metabolism
TMT,sly00130,KEGG,Ubiquinone and other terpenoid-quinone biosynthesis
LOC778267,sly00860,KEGG,Porphyrin metabolism
LOC778272,sly00220,KEGG,Arginine biosynthesis
LOC778279,sly00500,KEGG,Starch and sucrose metabolism
mMDH1,sly00020,KEGG,Citrate cycle (TCA cycle)
gMDH,sly00020,KEGG,Citrate cycle (TCA cycle)
ACS3,sly00270,KEGG,Cysteine and methionine metabolism
CHS1,sly00941,KEGG,Flavonoid biosynthesis
CHS2,sly00941,KEGG,Flavonoid biosynthesis
LOC778303,sly00280,KEGG,Valine
lin9,sly00052,KEGG,Galactose metabolism
GGPS1,sly00900,KEGG,Terpenoid backbone biosynthesis
GPS,sly00900,KEGG,Terpenoid backbone biosynthesis
AUREA,sly00860,KEGG,Porphyrin metabolism
cMDH,sly00020,KEGG,Citrate cycle (TCA cycle)
OAT,sly00330,KEGG,Arginine and proline metabolism
Acx1A,sly00071,KEGG,Fatty acid degradation
ACS4,sly00270,KEGG,Cysteine and methionine metabolism
CCR2,sly00940,KEGG,Phenylpropanoid biosynthesis
GGPS2,sly00900,KEGG,Terpenoid backbone biosynthesis
LOC100037737,sly00260,KEGG,Glycine
GLO2,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
SSR1,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
SSR2,sly00630,KEGG,Glyoxylate and dicarboxylate metabolism
LOC100191110,sly00260,KEGG,Glycine
SBPase,sly00710,KEGG,Carbon fixation by Calvin cycle
GAPDH,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC100736507,sly00020,KEGG,Citrate cycle (TCA cycle)
ADH3,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101055519,sly00250,KEGG,Alanine
LOC101243641,sly00071,KEGG,Fatty acid degradation
LOC101243791,sly00020,KEGG,Citrate cycle (TCA cycle)
LOC101243827,sly00260,KEGG,Glycine
FBA6,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101244012,sly00220,KEGG,Arginine biosynthesis
LOC101244075,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101244081,sly00220,KEGG,Arginine biosynthesis
LOC101244094,sly00220,KEGG,Arginine biosynthesis
LOC101244165,sly00030,KEGG,Pentose phosphate pathway
LOC101244195,sly00030,KEGG,Pentose phosphate pathway
LOC101244369,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101244415,sly00270,KEGG,Cysteine and methionine metabolism
LOC101244498,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101244504,sly00280,KEGG,Valine
LOC101244755,sly00260,KEGG,Glycine
LOC101244823,sly00260,KEGG,Glycine
LOC101244882,sly00260,KEGG,Glycine
PEPC1,sly00620,KEGG,Pyruvate metabolism
LOC101245293,sly00010,KEGG,Glycolysis / Gluconeogenesis
LOC101245299,sly00030,KEGG,Pentose phosphate pathway
LOC101245444,sly00010,KEGG,Glycolysis / Gluconeogenesis
